dateOfTrade,tradeID,product,buyingParty,sellingParty,notionalAmount,notionalCurrency,quantity,maturityDate,underlyingPrice,underlyingCurrency,strikePrice
01/03/2020 19:16,RKTUOTQL47189792,Stocks,DPPS25,PSWL40,47865.36,USD,67,17/07/2021,712.63,USD,1396.75
01/03/2020 08:41,SEKUJWIS64664389,Stocks,DPPS25,PSWL40,31363.16,USD,36,04/02/2021,857.03,USD,3393.84
01/03/2020 03:43,BPHNYTAH32425086,Stocks,DPPS25,PSWL40,2734.25,USD,4,31/03/2020,632.22,USD,2054.72
01/03/2020 03:41,PKDAGYSO71469542,Stocks,DPPS25,PSWL40,2775.9,USD,5,28/03/2020,483.36,USD,1015.06
01/03/2020 21:16,RMMHQCOV89091413,Stocks,DPPS25,PSWL40,40094.2,USD,46,26/07/2021,864.33,USD,3906.77
01/03/2020 16:26,RDRJLQRX62970661,Stocks,DPPS25,PSWL40,8767.78,USD,12,01/07/2020,680.58,USD,1755.9
01/03/2020 22:01,MYQHNFKM70934195,Stocks,DPPS25,PSWL40,82131.92,USD,94,09/09/2022,871.41,USD,2300.52
01/03/2020 04:19,LTDKFFZQ32977053,Stocks,DPPS25,PSWL40,27415.19,USD,30,21/03/2021,908.72,USD,2698.9
01/03/2020 14:50,YNLXZFCH35271206,Stocks,DPPS25,PSWL40,16621.96,USD,25,20/10/2020,661.88,USD,1866.5
01/03/2020 02:10,DCVYFPLG35889468,Stocks,DPPS25,PSWL40,22932.46,USD,104,29/10/2020,218.92,USD,877.87
01/03/2020 17:48,GMHZDYUF53064180,Stocks,DPPS25,PSWL40,79976.44,USD,86,09/05/2022,920.83,USD,1804.83
01/03/2020 02:34,GSOPBREZ63994371,Stocks,DPPS25,PSWL40,95839.64,USD,178,24/10/2022,535.79,USD,1328.76
01/03/2020 21:50,CJLNXZDL63801687,Stocks,DPPS25,PSWL40,72179.76,USD,6496,05/10/2022,11.11,USD,40.66
01/03/2020 03:42,MCXZQSSI74286999,Stocks,DPPS25,PSWL40,20399.1,USD,33,15/10/2020,611.44,USD,1871.01
01/03/2020 14:04,RIXAUAQF43009728,Stocks,DPPS25,PSWL40,70749.18,USD,151,01/07/2022,468.23,USD,739.8
01/03/2020 08:51,AUYNUOZB28035223,Stocks,DPPS25,PSWL40,8683.88,USD,14,31/05/2020,598.3,USD,646.16
01/03/2020 13:00,KKBRXYEV28888164,Stocks,DPPS25,PSWL40,58561.96,USD,388,25/12/2021,150.83,USD,544.5
01/03/2020 02:46,BWEZZTMH82009075,Stocks,DPPS25,PSWL40,73754.75,USD,86,21/11/2022,847.97,USD,4231.37
01/03/2020 00:42,LJUKDFAI39815228,Stocks,DPPS25,PSWL40,68477.64,USD,106,21/01/2022,640.48,USD,1831.77
01/03/2020 17:37,NGWSNCZI77576182,Stocks,DPPS25,PSWL40,80356.96,USD,116,01/10/2022,689.1,USD,2370.5
01/03/2020 07:11,LNHKGTDU76269016,Stocks,DPPS25,PSWL40,66298,USD,78,20/01/2022,842.29,USD,1954.11
01/03/2020 02:00,NCIINAAH72701263,Stocks,DPPS25,PSWL40,95901.98,USD,211,23/11/2022,452.41,USD,1868.45
01/03/2020 14:12,TMYMQDBQ59083960,Stocks,DPPS25,PSWL40,62515.8,USD,195,11/06/2022,319.25,USD,1232.31
01/03/2020 21:58,HMAZXQQG42288232,Stocks,DPPS25,PSWL40,76729.2,USD,114,08/05/2022,670.84,USD,2032.65
01/03/2020 11:11,YILYEVJC60891990,Stocks,DPPS25,PSWL40,72535.86,USD,141,18/03/2022,512.13,USD,1874.4
01/03/2020 18:47,NRPPBKUH84266320,Stocks,DPPS25,PSWL40,83078.22,USD,820,23/10/2022,101.2,USD,6.07
01/03/2020 03:56,LVHXIZBM19092176,Stocks,DPPS25,PSWL40,7957.2,USD,34,22/05/2020,231.36,USD,37.02
01/03/2020 11:24,SVMRIKIQ92347057,Stocks,DPPS25,PSWL40,39069.56,USD,131,19/06/2021,297.32,USD,1269.56
01/03/2020 17:19,RVNMUKLQ46749293,Stocks,DPPS25,PSWL40,27914.2,USD,110,17/03/2021,253.37,USD,557.41
01/03/2020 22:38,KTSTFNTW61466788,Stocks,DPPS25,PSWL40,59419.92,USD,69,25/06/2022,859.31,USD,3505.98
01/03/2020 16:52,XUPIKFNE12440926,Stocks,DPPS25,PSWL40,65251.04,USD,175,04/05/2022,371.4,USD,1660.16
01/03/2020 07:01,OTXWFEKL68579873,Stocks,DPPS25,PSWL40,58896.25,USD,2276,20/06/2022,25.87,USD,19.4
01/03/2020 18:03,ROHBQRFE51254322,Stocks,DPPS25,PSWL40,88879.6,USD,413,02/09/2022,214.87,USD,956.17
01/03/2020 16:52,YZBFOUBW79680519,Stocks,DPPS25,PSWL40,48343.44,USD,51,20/08/2021,944.9,USD,604.74
01/03/2020 15:24,KYWWOSRM36878387,Stocks,DPPS25,PSWL40,33136.6,USD,46,29/03/2021,705.43,USD,3139.16
01/03/2020 01:20,ELTOWURQ23706631,Stocks,DPPS25,PSWL40,10501.4,USD,87,14/06/2020,119.68,USD,4.79
01/03/2020 02:55,PEILWXIJ99042823,Stocks,DPPS25,PSWL40,31089.6,USD,98,23/02/2021,317.23,USD,1554.43
01/03/2020 15:15,AXBPEFZL45316995,Stocks,DPPS25,PSWL40,41129.25,USD,214,21/06/2021,191.68,USD,822.31
01/03/2020 16:07,TNNLGAEU81425564,Stocks,DPPS25,PSWL40,47494.7,USD,61,15/08/2021,777.69,USD,3802.9
01/03/2020 12:50,BYEKGIWI41433384,Stocks,DPPS25,PSWL40,85019.48,USD,295,12/10/2022,287.94,USD,207.32
01/03/2020 04:46,UITHAGNB52581317,Stocks,DPPS25,PSWL40,65393.2,USD,155,27/06/2022,421.25,USD,1516.5
01/03/2020 06:15,RIHVPPGX10902215,Stocks,DPPS25,PSWL40,23668.31,USD,35,27/11/2020,668.79,USD,2655.1
01/03/2020 19:54,VXJHJZBC46438128,Stocks,DPPS25,PSWL40,65678,USD,82,01/07/2022,796.35,USD,1178.6
01/03/2020 14:50,LVDOSJOC32655643,Stocks,DPPS25,PSWL40,6210.36,USD,7,01/05/2020,792.57,USD,3772.63
01/03/2020 04:47,LSVQMFSC59465570,Stocks,DPPS25,PSWL40,46699,USD,1039,27/12/2021,44.93,USD,141.98
01/03/2020 03:52,PQSRUMNW15339965,Stocks,DPPS25,PSWL40,79186.88,USD,331,03/06/2022,238.86,USD,707.03
01/03/2020 01:38,OCXALAGS78737236,Stocks,DPPS25,PSWL40,24386.92,USD,2572,08/11/2020,9.48,USD,42
01/03/2020 08:14,OVVGYEQQ50529533,Stocks,DPPS25,PSWL40,26672.32,USD,164,11/12/2020,162.27,USD,577.68
01/03/2020 15:22,WYEMBYEL48791950,Stocks,DPPS25,PSWL40,75916.44,USD,159,01/07/2022,476.05,USD,1913.72
01/03/2020 01:25,FAFZBSBG92357306,Stocks,DPPS25,PSWL40,54072.69,USD,288,20/03/2022,187.56,USD,695.85
01/03/2020 17:33,PKLUNLZM35442125,Stocks,DPPS25,PSWL40,76044.8,USD,108,31/10/2022,699.25,USD,1272.64
01/03/2020 10:08,WMNJJPAV68668552,Stocks,DPPS25,PSWL40,63259,USD,159,17/02/2022,397.7,USD,1193.1
01/03/2020 18:08,ODKDNCFL61484472,Stocks,DPPS25,PSWL40,88081.2,USD,133,23/09/2022,659.38,USD,2373.77
01/03/2020 11:19,DTXKLNRW32642071,Stocks,DPPS25,PSWL40,85494.08,USD,193,25/09/2022,441.83,USD,1431.53
01/03/2020 14:41,OYBVAUGY52637304,Stocks,DPPS25,PSWL40,12589.07,USD,13,15/07/2020,920.09,USD,3376.73
01/03/2020 23:56,ANEMQELD79223765,Stocks,DPPS25,PSWL40,37533.55,USD,45,10/05/2021,825.9,USD,2915.43
01/03/2020 16:13,DYSTDWJI71960348,Stocks,DPPS25,PSWL40,33473.58,USD,60,16/03/2021,551.36,USD,402.49
01/03/2020 19:24,EWNQKFKI37680194,Stocks,DPPS25,PSWL40,44750.15,USD,144,12/11/2021,308.88,USD,336.68
01/03/2020 12:24,MWELGBSD77507161,Stocks,DPPS25,PSWL40,29538.32,USD,159,05/01/2021,185.62,USD,683.08
01/03/2020 14:29,YKBVHJBP40105221,Stocks,DPPS25,PSWL40,28194.03,USD,49,01/04/2021,568.03,USD,1641.61
01/03/2020 10:10,RWNSSYOC51016830,Stocks,DPPS25,PSWL40,52484.76,USD,71,16/12/2021,729.39,USD,2377.81
01/03/2020 00:27,LAVRBRXA95800679,Stocks,DPPS25,PSWL40,22699.11,USD,198,20/12/2020,114.5,USD,333.2
01/03/2020 12:23,CQYJZIDT25070777,Stocks,DPPS25,PSWL40,33819.66,USD,50,07/04/2021,669.72,USD,1647.51
01/03/2020 14:19,PFHKOZBF33102426,Stocks,DPPS25,PSWL40,11792.54,USD,12,03/07/2020,921.08,USD,350.01
01/03/2020 00:35,RTUCFKUU52322209,Stocks,DPPS25,PSWL40,14368.71,USD,15,10/08/2020,919.34,USD,2656.89
01/03/2020 03:48,OVOQUTYL73436022,Stocks,DPPS25,PSWL40,26642.04,USD,44,30/12/2020,596.58,USD,2362.46
01/03/2020 07:15,HZEEYHAO83149773,Stocks,DPPS25,PSWL40,85900.8,USD,669,20/09/2022,128.36,USD,207.94
01/03/2020 12:15,SBCEQGSZ27161667,Stocks,DPPS25,PSWL40,67784.62,USD,82,14/09/2022,822.66,USD,2031.97
01/03/2020 06:41,YZLVBECV37393730,Stocks,DPPS25,PSWL40,24925.8,USD,32,29/12/2020,761.73,USD,2026.2
01/03/2020 11:43,ZAFEDHDG17105905,Stocks,DPPS25,PSWL40,3395.96,USD,8,08/04/2020,418.63,USD,1448.46
01/03/2020 07:56,XAGBLFYR81702016,Stocks,DPPS25,PSWL40,29568.69,USD,44,13/03/2021,671.98,USD,3312.86
01/03/2020 02:36,SRGBHDPL13578025,Stocks,DPPS25,PSWL40,67435.4,USD,69,02/07/2022,967.13,USD,1063.84
01/03/2020 00:15,RUTGNJRL76445266,Stocks,DPPS25,PSWL40,38153.04,USD,66,01/07/2021,575.6,USD,2003.09
01/03/2020 23:09,FPPJIHYV94131961,Stocks,DPPS25,PSWL40,83784.68,USD,118,28/08/2022,708.15,USD,934.76
01/03/2020 16:17,WTEXLTBL15153964,Stocks,DPPS25,PSWL40,24362.1,USD,33,01/11/2020,722.24,USD,2578.4
01/03/2020 02:18,CMHSSJVD42359860,Stocks,DPPS25,PSWL40,55638.1,USD,770,08/11/2021,72.24,USD,169.76
01/03/2020 19:45,SFNBGGEO54987558,Stocks,DPPS25,PSWL40,62326.19,USD,629,25/07/2022,99.03,USD,274.31
01/03/2020 05:38,AWONGDMA72591441,Stocks,DPPS25,PSWL40,50725.44,USD,528,03/02/2022,95.98,USD,74.86
01/03/2020 18:52,VDSAGTMS48864499,Stocks,DPPS25,PSWL40,6101.52,USD,6,03/05/2020,972.06,USD,3966
01/03/2020 17:44,PRBLIKIJ71523589,Stocks,DPPS25,PSWL40,16878.57,USD,65,23/09/2020,257.2,USD,1010.8
01/03/2020 16:20,WNKPDPRB18563824,Stocks,DPPS25,PSWL40,8547.88,USD,45,16/06/2020,185.89,USD,765.87
01/03/2020 12:09,VBJFVVEQ63517569,Stocks,DPPS25,PSWL40,81451,USD,243,15/07/2022,335.17,USD,315.06
01/03/2020 12:09,ONVJOONF73353021,Stocks,DPPS25,PSWL40,30462.76,USD,32,27/04/2021,934.91,USD,3346.98
01/03/2020 21:14,GEZCPSCH13576598,Stocks,DPPS25,PSWL40,82452.64,USD,169,23/09/2022,486.27,USD,894.74
01/03/2020 20:31,KOHSDVWV60503563,Stocks,DPPS25,PSWL40,31477.28,USD,142,09/01/2021,220.95,USD,742.39
01/03/2020 21:32,OKTVZDIP40854437,Stocks,DPPS25,PSWL40,65290.3,USD,308,08/07/2022,211.88,USD,44.49
01/03/2020 03:38,BIWNSTKX62424656,Stocks,DPPS25,PSWL40,66957.74,USD,93,03/02/2022,716.77,USD,2422.68
01/03/2020 02:41,UECPTWCE25946048,Stocks,DPPS25,PSWL40,12417.47,USD,22,06/07/2020,556.46,USD,1274.29
01/03/2020 01:04,QXMZIBQB30077355,Stocks,DPPS25,PSWL40,18312.65,USD,31,02/11/2020,578.76,USD,1533.71
01/03/2020 03:15,BVPSFYCD87174206,Stocks,DPPS25,PSWL40,64496,USD,512,23/01/2022,125.83,USD,295.7
01/03/2020 10:46,IHBQVDGO83825364,Stocks,DPPS25,PSWL40,19471.75,USD,20,20/10/2020,973.52,USD,2871.88
01/03/2020 00:03,TPEVGSCI34611438,Stocks,DPPS25,PSWL40,60646.55,USD,370,28/10/2021,163.62,USD,217.61
01/03/2020 17:06,TZHBSGRA80935479,Stocks,DPPS25,PSWL40,20687.48,USD,25,22/10/2020,796.46,USD,270.8
01/03/2020 17:08,WJIZLFTE95664456,Stocks,DPPS25,PSWL40,12509.76,USD,30,16/08/2020,413.91,USD,1341.07
01/03/2020 14:03,SKCGBOFG93559760,Stocks,DPPS25,PSWL40,68362,USD,109,05/08/2022,626.67,USD,1880.01
01/03/2020 18:37,AFKIYQHX22698706,Stocks,DPPS25,PSWL40,77180.74,USD,459,06/07/2022,167.87,USD,198.09
01/03/2020 22:45,ROEUIODV42213156,Stocks,DPPS25,PSWL40,26066.71,USD,101,09/12/2020,256.83,USD,213.17
01/03/2020 21:01,HOIVYHBO21393507,Stocks,DPPS25,PSWL40,39173.32,USD,179,21/07/2021,218.38,USD,637.67
01/03/2020 18:33,SNFHYZID27504481,Stocks,DPPS25,PSWL40,47164.95,USD,58,06/08/2021,802.27,USD,1692.79
01/03/2020 18:30,ZXAVQLYZ28293689,Stocks,DPPS25,PSWL40,34696.2,USD,116,13/05/2021,297.84,USD,935.22
01/03/2020 09:33,CDQHZDHJ27185225,Stocks,DPPS25,PSWL40,50424.8,USD,594,27/11/2021,84.79,USD,383.25
01/03/2020 00:39,PUHRBARL87361473,Stocks,DPPS25,PSWL40,40482.34,USD,88,21/04/2021,459.73,USD,1576.87
01/03/2020 23:57,TNAYKNXX96449882,Stocks,DPPS25,PSWL40,59699.14,USD,94,30/10/2021,630.24,USD,1909.63
01/03/2020 12:23,JXKWLHGG78232764,Stocks,DPPS25,PSWL40,75333.22,USD,413,13/08/2022,182.27,USD,594.2
01/03/2020 01:46,JKMXHQXD36853073,Stocks,DPPS25,PSWL40,48577.12,USD,74,03/08/2021,649.35,USD,3064.93
01/03/2020 11:00,MLEASPTR13344931,Stocks,DPPS25,PSWL40,62916.62,USD,238,27/01/2022,264.28,USD,1146.98
01/03/2020 21:30,KWQLMSSY43202906,Stocks,DPPS25,PSWL40,1268.8,USD,1,15/03/2020,995.9,USD,796.72
01/03/2020 08:55,KTFVWFBH37128471,Stocks,DPPS25,PSWL40,43105.91,USD,55,13/08/2021,778.47,USD,2794.71
01/03/2020 01:56,IKDPYJOO28346643,Stocks,DPPS25,PSWL40,91825.1,USD,172,04/09/2022,532.68,USD,2221.28
01/03/2020 11:23,JRFABWTP48042955,Stocks,DPPS25,PSWL40,98354.65,USD,5485,18/11/2022,17.93,USD,75.13
01/03/2020 21:53,MMHNYWMP12883911,Stocks,DPPS25,PSWL40,64872.77,USD,920,02/07/2022,70.5,USD,85.31
01/03/2020 23:46,IWOAAVIE93387921,Stocks,DPPS25,PSWL40,38862.74,USD,39,18/07/2021,978.85,USD,2329.66
01/03/2020 13:43,AKUXTMDL50524284,Stocks,DPPS25,PSWL40,58474.34,USD,743,31/10/2021,78.63,USD,17.3
01/03/2020 07:12,MGWDLTVB37532364,Stocks,DPPS25,PSWL40,30451.05,USD,434,02/01/2021,70.14,USD,150.8
01/03/2020 04:29,DJAEKAIL40050276,Stocks,DPPS25,PSWL40,77731.36,USD,167,02/05/2022,464.37,USD,1913.2
01/03/2020 01:48,PDOVVRFL16481834,Stocks,DPPS25,PSWL40,25518.32,USD,60,26/11/2020,419.91,USD,1528.47
01/03/2020 11:30,VMKVBGND71653327,Stocks,DPPS25,PSWL40,64811.84,USD,97,09/05/2022,665.78,USD,2809.59
01/03/2020 09:04,BXIKHRQT75539996,Stocks,DPPS25,PSWL40,28338.48,USD,28,21/12/2020,995.71,USD,657.17
01/03/2020 19:59,KSSGOWWQ38779627,Stocks,DPPS25,PSWL40,16279.52,USD,113,30/09/2020,144.04,USD,411.95
01/03/2020 04:18,PTJGNUJV22221998,Stocks,DPPS25,PSWL40,27461.28,USD,93,10/01/2021,292.7,USD,588.33
01/03/2020 19:38,PECIQVRC46554139,Stocks,DPPS25,PSWL40,8530.64,USD,12,01/06/2020,663.12,USD,901.84
01/03/2020 22:05,RWFCLOPK93539785,Stocks,DPPS25,PSWL40,53257.8,USD,224,07/10/2021,237.29,USD,180.34
01/03/2020 12:41,WXCWZAQB44345435,Stocks,DPPS25,PSWL40,13220.38,USD,15,22/07/2020,833.81,USD,1450.83
01/03/2020 12:52,OGBSWZYY75304941,Stocks,DPPS25,PSWL40,58249.86,USD,224,24/11/2021,259.15,USD,171.04
01/03/2020 14:56,XJMYJBLK73090496,Stocks,DPPS25,PSWL40,50436.83,USD,81,05/11/2021,621.5,USD,2628.95
01/03/2020 19:44,VYTRNAPD91182514,Stocks,DPPS25,PSWL40,41741.15,USD,46,31/08/2021,897.54,USD,3096.51
01/03/2020 14:49,GFPGKHXU27617859,Stocks,DPPS25,PSWL40,81962,USD,169,29/09/2022,482.69,USD,77.23
01/03/2020 03:37,POJNHKXL60879680,Stocks,DPPS25,PSWL40,39052.19,USD,93,08/07/2021,415.7,USD,403.23
01/03/2020 19:17,HAMTMTVO60389080,Stocks,DPPS25,PSWL40,54508.49,USD,86,18/09/2021,629.7,USD,2311
01/03/2020 07:23,AEKVQJYY30065989,Stocks,DPPS25,PSWL40,20789,USD,48,15/11/2020,427.81,USD,590.38
01/03/2020 02:54,BUEGJLLE65822615,Stocks,DPPS25,PSWL40,1926.64,USD,3,26/03/2020,518.98,USD,1598.46
01/03/2020 15:43,WQLMLDEL39397310,Stocks,DPPS25,PSWL40,28154.49,USD,45,06/02/2021,613.91,USD,2339
01/03/2020 11:45,DOHLKQDE63670925,Stocks,DPPS25,PSWL40,34403.23,USD,37,04/07/2021,921.42,USD,2570.76
01/03/2020 22:06,JMJKGION56353509,Stocks,DPPS25,PSWL40,48087.13,USD,49,23/11/2021,968.38,USD,1442.89
01/03/2020 08:27,TYSGFQVC55790678,Stocks,DPPS25,PSWL40,8157.84,USD,214,16/06/2020,38.03,USD,140.33
01/03/2020 15:28,LQMVCEOP91500276,Stocks,DPPS25,PSWL40,87302.7,USD,251,25/10/2022,347.07,USD,1409.1
01/03/2020 15:33,TYMDGSIM33077600,Stocks,DPPS25,PSWL40,1034.25,USD,1,14/03/2020,757.88,USD,189.47
01/03/2020 17:13,HIGSLPMQ30248388,Stocks,DPPS25,PSWL40,70103.76,USD,515,17/10/2022,136.06,USD,73.47
01/03/2020 01:15,UOFAOFSB68331667,Stocks,DPPS25,PSWL40,81476.68,USD,105,13/08/2022,772.33,USD,509.74
01/03/2020 12:11,VYACJYFL92209123,Stocks,DPPS25,PSWL40,28127.28,USD,33,10/12/2020,842.37,USD,395.91
01/03/2020 00:42,STROQIDG86374961,Stocks,DPPS25,PSWL40,80316.8,USD,243,20/08/2022,330.43,USD,320.52
01/03/2020 18:43,HLHZDTRI62832390,Stocks,DPPS25,PSWL40,21748.69,USD,173,19/12/2020,125.63,USD,214.83
01/03/2020 05:28,UQGAJIRI34863667,Stocks,DPPS25,PSWL40,10237.78,USD,15,07/07/2020,678.84,USD,2246.96
01/03/2020 23:15,IPFMTHKH46164559,Stocks,DPPS25,PSWL40,17556.33,USD,18,15/10/2020,960.3,USD,9.6
01/03/2020 18:00,CUFKHFXT97917286,Stocks,DPPS25,PSWL40,68947.11,USD,74,18/01/2022,928.53,USD,2906.3
01/03/2020 10:00,WTHAHYRX93275856,Stocks,DPPS25,PSWL40,29807.34,USD,315,02/04/2021,94.5,USD,145.53
01/03/2020 02:42,UJIDWBEX89932366,Stocks,DPPS25,PSWL40,25732.14,USD,105,15/11/2020,244.85,USD,1062.65
01/03/2020 20:09,KLVQYAVY18182598,Stocks,DPPS25,PSWL40,75573.28,USD,75,05/05/2022,996.12,USD,1414.49
01/03/2020 01:18,BXKDOGFM28754583,Stocks,DPPS25,PSWL40,11002.98,USD,12,25/06/2020,900.73,USD,1819.47
01/03/2020 15:35,KUXFLSXD71927357,Stocks,DPPS25,PSWL40,22460.54,USD,24,06/01/2021,933.62,USD,2782.19
01/03/2020 22:15,PAOZVLBH35752257,Stocks,DPPS25,PSWL40,41892.12,USD,259,11/05/2021,161.59,USD,208.45
01/03/2020 17:16,QAPDKPLO65880668,Stocks,DPPS25,PSWL40,14668,USD,29,06/08/2020,502.41,USD,2210.6
01/03/2020 01:23,GPXSBZXR15265916,Stocks,DPPS25,PSWL40,18349.76,USD,18,21/10/2020,999.84,USD,2079.67
01/03/2020 20:53,SELDWIHI87290657,Stocks,DPPS25,PSWL40,48515.8,USD,70,29/11/2021,692.77,USD,962.95
01/03/2020 08:53,SFCYDBBS17402772,Stocks,DPPS25,PSWL40,40278,USD,47,27/04/2021,843.85,USD,3172.88
01/03/2020 15:02,PTRZHAYY63632416,Stocks,DPPS25,PSWL40,23345.52,USD,28,06/11/2020,807.64,USD,1607.2
01/03/2020 12:32,WRRORVUM66201526,Stocks,DPPS25,PSWL40,70449.06,USD,128,22/10/2022,547.93,USD,76.71
01/03/2020 18:21,KEHXOAUS67396847,Stocks,DPPS25,PSWL40,11391.77,USD,91,05/07/2020,124.53,USD,207.97
01/03/2020 00:12,VYSQVTFE19812114,Stocks,DPPS25,PSWL40,50139.5,USD,130,14/09/2021,384.3,USD,1867.7
01/03/2020 19:22,UZJREQBP49609078,Stocks,DPPS25,PSWL40,40829.41,USD,41,10/07/2021,992.45,USD,4733.99
01/03/2020 23:21,VXZZYQMP50516603,Stocks,DPPS25,PSWL40,27897.1,USD,57,10/01/2021,483.15,USD,1860.13
01/03/2020 20:51,SLTAHAZA58579408,Stocks,DPPS25,PSWL40,13680.03,USD,351,30/08/2020,38.97,USD,30.01
01/03/2020 23:53,ISKXLTVS50161645,Stocks,DPPS25,PSWL40,8038,USD,8,27/05/2020,922.81,USD,1568.78
01/03/2020 04:50,ENTGWEIT40165216,Stocks,DPPS25,PSWL40,30144.74,USD,42,29/04/2021,703.66,USD,1365.1
01/03/2020 16:32,JCLHRFQE50879472,Stocks,DPPS25,PSWL40,58318.08,USD,77,23/10/2021,757.22,USD,469.48
01/03/2020 09:11,IAGNLIOP37160051,Stocks,DPPS25,PSWL40,27711.96,USD,66,20/03/2021,419.65,USD,654.65
01/03/2020 19:08,RJYBGJBF11843597,Stocks,DPPS25,PSWL40,17696.82,USD,211,05/11/2020,83.75,USD,67.84
01/03/2020 07:27,ZLIURTMW78326613,Stocks,DPPS25,PSWL40,25536.06,USD,76,14/01/2021,335.18,USD,244.68
01/03/2020 09:17,OPMOSRBC10237036,Stocks,DPPS25,PSWL40,47281.85,USD,63,20/06/2021,741.28,USD,2853.93
01/03/2020 02:12,PNPATCVP32053137,Stocks,DPPS25,PSWL40,13145.25,USD,24,12/07/2020,541.87,USD,2411.32
01/03/2020 20:13,IYYAYXOI98604948,Stocks,DPPS25,PSWL40,9149.7,USD,103,04/07/2020,88.56,USD,57.56
